name,nameWithOwner,url,stars,createdAt,updatedAt,language,releases,mergedPRs,issues_total,issues_closed,issues_closed_ratio
algorithm-visualizer,algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,48372,2016-05-15T00:27:45Z,2026-03-04T21:52:36Z,JavaScript,0,183,123,76,0.6178861788617886
moment,moment/moment,https://github.com/moment/moment,48059,2011-03-01T02:46:06Z,2026-03-04T19:18:28Z,JavaScript,0,714,4165,3915,0.9399759903961584
pandas,pandas-dev/pandas,https://github.com/pandas-dev/pandas,48047,2010-08-24T01:37:33Z,2026-03-04T22:33:27Z,Python,118,27961,28152,24713,0.8778417163967036
TrendRadar,sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,47957,2025-04-28T11:42:16Z,2026-03-04T22:33:44Z,Python,0,1,393,361,0.9185750636132316
terraform,hashicorp/terraform,https://github.com/hashicorp/terraform,47871,2014-03-13T22:25:48Z,2026-03-04T22:44:11Z,Go,403,13203,21614,19844,0.9181086332932359
x64dbg,x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,47829,2015-04-11T20:48:23Z,2026-03-04T23:03:35Z,C++,4,774,2686,2110,0.7855547282204021
Fooocus,lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,47803,2023-08-09T18:43:40Z,2026-03-04T21:51:33Z,Python,21,448,1642,1419,0.8641900121802679
type-challenges,type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,47770,2020-07-23T14:33:11Z,2026-03-04T17:15:28Z,TypeScript,0,600,37045,3998,0.10792279659873127
expo,expo/expo,https://github.com/expo/expo,47702,2016-08-15T17:14:25Z,2026-03-04T23:09:50Z,TypeScript,0,20613,18122,17793,0.9818452709413972
open-source-mac-os-apps,serhii-londar/open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,47690,2017-11-03T02:35:33Z,2026-03-04T22:35:05Z,,0,614,219,210,0.958904109589041
context7,upstash/context7,https://github.com/upstash/context7,47690,2025-03-26T23:40:39Z,2026-03-04T22:38:51Z,TypeScript,49,262,1661,1519,0.9145093317278747
kubernetes-the-hard-way,kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,47639,2016-07-07T14:15:27Z,2026-03-04T21:06:57Z,,0,73,438,416,0.9497716894977168
big-list-of-naughty-strings,minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,47607,2015-08-08T20:57:20Z,2026-03-04T15:52:05Z,Python,0,89,101,32,0.31683168316831684
design-patterns-for-humans,kamranahmedse/design-patterns-for-humans,https://github.com/kamranahmedse/design-patterns-for-humans,47605,2017-02-16T21:24:39Z,2026-03-04T17:37:45Z,,0,50,52,47,0.9038461538461539
htmx,bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,47554,2020-04-13T16:17:51Z,2026-03-04T23:08:22Z,JavaScript,27,1049,1671,1068,0.6391382405745063
gogs,gogs/gogs,https://github.com/gogs/gogs,47543,2014-02-12T01:57:08Z,2026-03-04T22:44:13Z,Go,96,1869,5176,4254,0.8218701700154559
jadx,skylot/jadx,https://github.com/skylot/jadx,47501,2013-03-18T17:08:21Z,2026-03-04T23:08:27Z,Java,34,621,2050,1634,0.7970731707317074
Projects,karan/Projects,https://github.com/karan/Projects,47449,2013-07-04T13:37:27Z,2026-03-04T21:36:09Z,,0,19,92,37,0.40217391304347827
llama_index,run-llama/llama_index,https://github.com/run-llama/llama_index,47366,2022-11-02T04:24:54Z,2026-03-04T23:00:25Z,Python,425,7631,6931,6709,0.9679699899004472
freqtrade,freqtrade/freqtrade,https://github.com/freqtrade/freqtrade,47361,2017-05-17T23:48:53Z,2026-03-04T23:09:17Z,Python,110,6322,5558,5528,0.9946023749550198
whisper.cpp,ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,47223,2022-09-25T18:26:37Z,2026-03-04T22:18:14Z,C++,31,931,1870,873,0.46684491978609627
awesome-java,akullpp/awesome-java,https://github.com/akullpp/awesome-java,47201,2014-07-09T10:12:43Z,2026-03-04T22:35:09Z,,0,733,139,136,0.9784172661870504
chinese-independent-developer,1c7/chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,46992,2017-09-21T11:08:23Z,2026-03-04T22:50:07Z,,0,410,241,239,0.991701244813278
react,typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,46982,2018-06-02T04:08:16Z,2026-03-04T17:17:02Z,JavaScript,0,375,224,224,1.0
awesome-react-components,brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,46958,2016-06-24T15:19:33Z,2026-03-04T22:35:14Z,,0,343,56,45,0.8035714285714286
serverless,serverless/serverless,https://github.com/serverless/serverless,46945,2015-04-21T03:48:40Z,2026-03-04T17:17:38Z,JavaScript,480,4849,6598,5481,0.8307062746286753
PythonDataScienceHandbook,jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,46934,2016-08-10T14:24:36Z,2026-03-04T21:18:56Z,Jupyter Notebook,0,28,208,79,0.3798076923076923
v2ray-core,v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,46926,2015-09-04T11:42:53Z,2026-03-04T17:11:42Z,Go,247,203,2596,2593,0.99884437596302
okhttp,square/okhttp,https://github.com/square/okhttp,46909,2012-07-23T13:42:55Z,2026-03-04T21:58:31Z,Kotlin,0,3965,4246,4180,0.9844559585492227
quill,slab/quill,https://github.com/slab/quill,46906,2012-07-30T23:23:18Z,2026-03-04T22:15:05Z,TypeScript,95,382,3821,3269,0.8555352002093692
brew,Homebrew/brew,https://github.com/Homebrew/brew,46829,2016-03-06T05:08:38Z,2026-03-04T20:26:53Z,Ruby,473,13793,4997,4988,0.998198919351611
pixijs,pixijs/pixijs,https://github.com/pixijs/pixijs,46682,2013-01-21T22:40:50Z,2026-03-04T22:10:23Z,TypeScript,303,3800,6071,5798,0.9550321199143469
Made-With-ML,GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,46592,2018-11-05T03:44:27Z,2026-03-04T21:29:29Z,Jupyter Notebook,0,147,77,59,0.7662337662337663
discourse,discourse/discourse,https://github.com/discourse/discourse,46490,2013-01-12T00:25:55Z,2026-03-04T22:59:29Z,Ruby,0,33368,0,0,0
Pake,tw93/Pake,https://github.com/tw93/Pake,46403,2022-10-14T09:32:57Z,2026-03-04T23:09:02Z,Rust,41,110,474,473,0.9978902953586498
OpenCut,OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,46336,2025-06-22T08:02:17Z,2026-03-04T22:36:29Z,TypeScript,2,187,248,85,0.34274193548387094
metabase,metabase/metabase,https://github.com/metabase/metabase,46295,2015-02-02T19:25:47Z,2026-03-04T23:04:56Z,Clojure,733,39436,24361,20716,0.8503756003448134
awesome-design-patterns,DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,46273,2018-06-04T17:47:48Z,2026-03-04T23:09:32Z,,0,30,16,5,0.3125
plane,makeplane/plane,https://github.com/makeplane/plane,46215,2022-11-19T12:55:01Z,2026-03-04T22:39:22Z,TypeScript,53,6268,1561,962,0.6162716207559257
ClickHouse,ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,46183,2016-06-02T08:28:18Z,2026-03-04T22:48:03Z,C++,745,59007,27409,22856,0.8338866795578095
learn-regex,ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,46160,2017-07-22T12:21:03Z,2026-03-04T17:10:21Z,,0,132,87,36,0.41379310344827586
30-Days-Of-JavaScript,Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,46150,2019-12-23T14:07:40Z,2026-03-04T22:40:27Z,JavaScript,0,100,178,60,0.33707865168539325
text-generation-webui,oobabooga/text-generation-webui,https://github.com/oobabooga/text-generation-webui,46138,2022-12-21T04:17:37Z,2026-03-04T22:06:37Z,Python,92,1235,4097,1455,0.35513790578472054
frontend-dev-bookmarks,dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,46125,2013-06-22T13:23:55Z,2026-03-04T22:35:26Z,,1,129,109,82,0.7522935779816514
ruff,astral-sh/ruff,https://github.com/astral-sh/ruff,46097,2022-08-09T17:17:44Z,2026-03-04T22:36:25Z,Rust,401,13584,7791,6154,0.7898857656270055
ai-hedge-fund,virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,46057,2024-11-29T16:30:01Z,2026-03-04T23:01:51Z,Python,0,40,230,203,0.8826086956521739
acme.sh,acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,45851,2015-12-26T12:56:33Z,2026-03-04T22:31:33Z,Shell,46,1511,3511,2387,0.6798632868128738
AI-For-Beginners,microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,45817,2021-03-03T16:27:36Z,2026-03-04T21:50:11Z,Jupyter Notebook,0,289,149,148,0.9932885906040269
monaco-editor,microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,45662,2016-06-07T16:56:31Z,2026-03-04T21:58:32Z,JavaScript,187,558,3965,3229,0.81437578814628
tldraw,tldraw/tldraw,https://github.com/tldraw/tldraw,45640,2021-05-09T11:48:37Z,2026-03-04T22:24:27Z,TypeScript,101,4420,2149,1876,0.8729641693811075
architecture-samples,android/architecture-samples,https://github.com/android/architecture-samples,45593,2016-02-05T13:42:07Z,2026-03-04T17:19:59Z,Kotlin,0,232,491,349,0.7107942973523421
awesome-cheatsheets,LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,45444,2017-11-09T02:47:15Z,2026-03-04T17:32:34Z,JavaScript,0,171,100,59,0.59
prisma,prisma/prisma,https://github.com/prisma/prisma,45441,2019-06-20T13:33:47Z,2026-03-04T17:19:04Z,TypeScript,242,6747,11822,9435,0.7980883099306378
GitHubDaily,GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,45434,2018-12-30T13:56:58Z,2026-03-04T18:02:04Z,,0,3,709,181,0.2552891396332863
ghostty,ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,45419,2022-03-29T17:38:26Z,2026-03-04T23:10:04Z,Zig,1,3596,2012,1886,0.937375745526839
JeecgBoot,jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,45333,2018-11-26T10:40:00Z,2026-03-04T15:06:40Z,Java,68,125,8153,8111,0.9948485220164357
AdminLTE,ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,45315,2013-12-25T02:52:40Z,2026-03-04T17:21:47Z,CSS,77,1565,2907,2769,0.9525283797729618
jest,jestjs/jest,https://github.com/jestjs/jest,45307,2013-12-10T00:18:04Z,2026-03-04T17:21:51Z,TypeScript,213,5773,8178,7971,0.9746881878209831
zx,google/zx,https://github.com/google/zx,45237,2021-05-05T05:50:01Z,2026-03-04T22:37:09Z,JavaScript,100,603,511,492,0.9628180039138943
nvm-windows,coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,45210,2014-09-20T16:37:28Z,2026-03-04T22:30:30Z,Go,23,107,950,875,0.9210526315789473
crewAI,crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,45127,2023-10-27T03:26:59Z,2026-03-04T22:36:36Z,Python,141,1390,1764,1689,0.9574829931972789
bevy,bevyengine/bevy,https://github.com/bevyengine/bevy,44878,2020-01-18T21:13:55Z,2026-03-04T23:07:35Z,Rust,53,7478,8010,5350,0.6679151061173533
MediaCrawler,NanmiCoder/MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,44822,2023-06-09T12:14:34Z,2026-03-04T19:34:32Z,Python,0,132,567,435,0.7671957671957672
CppCoreGuidelines,isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,44815,2015-08-19T20:22:52Z,2026-03-04T18:58:47Z,CSS,4,824,1229,985,0.8014646053702197
Rocket.Chat,RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,44805,2015-05-19T07:36:09Z,2026-03-04T22:41:54Z,TypeScript,1000,15677,16802,14495,0.8626949172717534
meteor,meteor/meteor,https://github.com/meteor/meteor,44780,2012-01-19T01:58:17Z,2026-03-04T22:50:04Z,JavaScript,0,2662,9256,9020,0.9745030250648228
spotube,KRTirtho/spotube,https://github.com/KRTirtho/spotube,44730,2021-02-14T03:17:58Z,2026-03-04T21:11:34Z,Dart,43,257,2023,1304,0.6445872466633712
TTS,coqui-ai/TTS,https://github.com/coqui-ai/TTS,44711,2020-05-20T15:45:28Z,2026-03-04T21:41:07Z,Python,98,467,1229,1225,0.9967453213995118
hyper,vercel/hyper,https://github.com/vercel/hyper,44694,2016-07-01T06:01:21Z,2026-03-04T08:33:06Z,TypeScript,88,3291,3821,2874,0.7521591206490448
slidev,slidevjs/slidev,https://github.com/slidevjs/slidev,44625,2021-04-24T01:25:23Z,2026-03-04T21:01:33Z,TypeScript,419,804,1295,1139,0.8795366795366796
Leaflet,Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,44592,2010-09-22T16:57:44Z,2026-03-04T22:59:42Z,JavaScript,34,3237,5342,4943,0.925308873081243
penpot,penpot/penpot,https://github.com/penpot/penpot,44569,2015-12-29T22:09:07Z,2026-03-04T22:59:54Z,Clojure,69,5511,2168,1625,0.7495387453874539
react-hook-form,react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,44563,2019-03-05T23:47:10Z,2026-03-04T13:09:36Z,TypeScript,600,2141,4926,4840,0.9825416159155501
legado,gedoor/legado,https://github.com/gedoor/legado,44545,2019-05-22T04:18:58Z,2026-03-04T20:52:25Z,Kotlin,115,1139,3197,3170,0.9915545824210197
nanochat,karpathy/nanochat,https://github.com/karpathy/nanochat,44506,2025-10-13T13:46:35Z,2026-03-04T23:10:39Z,Python,0,73,116,102,0.8793103448275862
airflow,apache/airflow,https://github.com/apache/airflow,44484,2015-04-13T18:04:58Z,2026-03-04T22:43:21Z,Python,114,34135,13881,12528,0.9025286362653987
grpc,grpc/grpc,https://github.com/grpc/grpc,44440,2014-12-08T18:58:53Z,2026-03-04T20:15:36Z,C++,364,20506,11916,11223,0.9418429003021148
edex-ui,GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,44371,2017-01-28T09:35:02Z,2026-03-04T16:04:24Z,JavaScript,29,399,559,553,0.9892665474060823
pyenv,pyenv/pyenv,https://github.com/pyenv/pyenv,44350,2012-08-31T06:57:52Z,2026-03-04T19:59:42Z,Shell,150,1039,1882,1832,0.973432518597237
reactjs-interview-questions,sudheerj/reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,44316,2018-05-31T17:17:01Z,2026-03-04T22:48:54Z,JavaScript,0,170,112,109,0.9732142857142857
awesome-compose,docker/awesome-compose,https://github.com/docker/awesome-compose,44222,2020-02-13T08:51:42Z,2026-03-04T22:35:30Z,HTML,0,149,140,43,0.30714285714285716
build-web-application-with-golang,astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,44164,2012-08-02T11:49:35Z,2026-03-04T17:10:24Z,Go,0,757,306,183,0.5980392156862745
parcel,parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,44048,2017-08-07T16:36:47Z,2026-03-03T14:41:22Z,JavaScript,52,2600,5521,5052,0.9150516210831371
EasySpider,NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,44018,2020-07-18T02:41:27Z,2026-03-04T20:56:44Z,JavaScript,10,44,757,495,0.6538969616908851
iina,iina/iina,https://github.com/iina/iina,43974,2016-12-19T07:18:45Z,2026-03-04T20:31:43Z,Swift,47,882,4376,2506,0.5726691042047533
react-use,streamich/react-use,https://github.com/streamich/react-use,43949,2018-10-27T10:16:05Z,2026-03-04T17:15:46Z,TypeScript,256,1533,609,245,0.40229885057471265
retrofit,square/retrofit,https://github.com/square/retrofit,43899,2010-09-06T21:39:43Z,2026-03-04T13:11:58Z,HTML,4,1342,2764,2637,0.9540520984081042
babel,babel/babel,https://github.com/babel/babel,43892,2014-09-28T13:38:23Z,2026-03-04T19:08:10Z,TypeScript,452,6542,9056,8463,0.9345185512367491
awesome-remote-job,lukasz-madon/awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,43885,2015-01-02T00:31:34Z,2026-03-04T22:35:36Z,,0,593,89,75,0.8426966292134831
front-end-interview-handbook,yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,43867,2018-01-13T19:40:08Z,2026-03-04T20:17:52Z,MDX,0,350,102,91,0.8921568627450981
TensorFlow-Examples,aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,43797,2015-11-11T14:21:19Z,2026-03-04T20:56:38Z,Jupyter Notebook,0,88,238,71,0.29831932773109243
streamlit,streamlit/streamlit,https://github.com/streamlit/streamlit,43734,2019-08-24T00:14:52Z,2026-03-04T22:47:33Z,Python,116,6846,5781,4654,0.8050510292336966
upscayl,upscayl/upscayl,https://github.com/upscayl/upscayl,43715,2022-07-30T17:19:20Z,2026-03-04T22:57:03Z,TypeScript,29,0,1035,977,0.9439613526570049
Summer2026-Internships,SimplifyJobs/Summer2026-Internships,https://github.com/SimplifyJobs/Summer2026-Internships,43652,2020-05-23T20:53:18Z,2026-03-04T23:01:44Z,Python,0,1674,7246,7245,0.9998619928236269
jsoncrack.com,AykutSarac/jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,43409,2022-01-30T15:25:18Z,2026-03-04T17:15:04Z,TypeScript,22,89,281,246,0.8754448398576512
fuels-rs,FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,43406,2021-10-31T22:33:54Z,2026-03-03T15:45:27Z,Rust,120,908,663,613,0.9245852187028658
cobra,spf13/cobra,https://github.com/spf13/cobra,43382,2013-09-03T20:40:26Z,2026-03-04T17:27:42Z,Go,27,626,1238,997,0.8053311793214862
fuels-ts,FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,43359,2021-09-03T18:11:03Z,2026-03-04T08:19:57Z,TypeScript,156,1979,1457,1400,0.9608785175017158
sentry,getsentry/sentry,https://github.com/getsentry/sentry,43267,2010-08-30T22:06:41Z,2026-03-04T22:30:09Z,Python,163,81784,16712,14829,0.8873264719961704
LocalAI,mudler/LocalAI,https://github.com/mudler/LocalAI,43244,2023-03-18T22:58:02Z,2026-03-04T23:08:23Z,Go,97,4930,1278,1155,0.903755868544601
TrafficMonitor,zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,43242,2017-07-30T02:51:17Z,2026-03-04T17:13:21Z,C++,26,67,1976,729,0.3689271255060729
helix,helix-editor/helix,https://github.com/helix-editor/helix,43226,2020-06-01T04:26:56Z,2026-03-04T22:07:30Z,Rust,30,4613,5736,4729,0.824442119944212
milvus,milvus-io/milvus,https://github.com/milvus-io/milvus,43128,2019-09-16T06:43:43Z,2026-03-04T21:03:44Z,Go,153,24799,15192,14361,0.9453001579778831
pm2,Unitech/pm2,https://github.com/Unitech/pm2,42969,2013-05-21T03:25:25Z,2026-03-04T22:18:50Z,JavaScript,134,558,5118,4103,0.8016803438843298
copyparty,9001/copyparty,https://github.com/9001/copyparty,42941,2019-05-26T15:28:33Z,2026-03-04T23:01:16Z,Python,336,169,853,641,0.7514654161781946
spark,apache/spark,https://github.com/apache/spark,42923,2014-02-25T08:00:08Z,2026-03-04T22:01:50Z,Scala,0,9,12,3,0.25
CPlusPlusThings,Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,42917,2019-07-14T08:45:45Z,2026-03-04T15:36:45Z,C++,0,72,230,218,0.9478260869565217
cli,cli/cli,https://github.com/cli/cli,42907,2019-10-03T15:24:53Z,2026-03-04T23:03:25Z,Go,189,2811,5777,4877,0.8442097974727367
kong,Kong/kong,https://github.com/Kong/kong,42873,2014-11-17T23:56:08Z,2026-03-04T22:50:05Z,Lua,145,6501,4590,4532,0.987363834422658
zig,ziglang/zig,https://github.com/ziglang/zig,42828,2015-08-06T00:51:28Z,2026-03-04T18:53:18Z,Zig,21,9540,13518,10186,0.7535138334073088
python-patterns,faif/python-patterns,https://github.com/faif/python-patterns,42771,2012-06-06T21:02:35Z,2026-03-04T14:43:44Z,Python,0,289,97,85,0.8762886597938144
what-happens-when,alex/what-happens-when,https://github.com/alex/what-happens-when,42768,2013-11-07T04:30:06Z,2026-03-04T16:07:09Z,,0,108,296,54,0.18243243243243243
tmux,tmux/tmux,https://github.com/tmux/tmux,42547,2015-06-03T23:32:55Z,2026-03-04T22:44:03Z,C,39,2,3897,3862,0.9910187323582242
mitmproxy,mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,42502,2010-02-16T04:10:13Z,2026-03-04T21:04:41Z,Python,79,2730,3641,3277,0.9000274649821478
git-flight-rules,k88hudson/git-flight-rules,https://github.com/k88hudson/git-flight-rules,42483,2014-07-22T20:35:09Z,2026-03-04T17:10:29Z,,0,226,73,57,0.7808219178082192
fanqiang,bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,42441,2015-01-14T00:34:25Z,2026-03-04T19:46:06Z,Kotlin,3,3,812,485,0.5972906403940886
pandoc,jgm/pandoc,https://github.com/jgm/pandoc,42385,2010-03-20T20:34:23Z,2026-03-04T22:25:37Z,Haskell,153,1760,8180,7214,0.8819070904645476
Umi-OCR,hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,42374,2022-03-28T04:01:46Z,2026-03-04T17:49:14Z,Python,31,58,840,517,0.6154761904761905
Alamofire,Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,42356,2014-07-31T05:56:19Z,2026-03-04T08:16:45Z,Swift,104,664,2812,2779,0.9882645803698435
RSSHub,DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,42356,2018-04-02T14:43:21Z,2026-03-04T22:57:44Z,TypeScript,0,12091,6319,5959,0.9430289602785251
Files,files-community/Files,https://github.com/files-community/Files,42257,2019-01-04T18:19:14Z,2026-03-04T22:17:34Z,C#,130,5504,11065,10556,0.9539990962494351
ailearning,apachecn/ailearning,https://github.com/apachecn/ailearning,42080,2017-02-25T08:53:02Z,2026-03-04T22:37:01Z,Python,2,478,116,113,0.9741379310344828
exo,exo-explore/exo,https://github.com/exo-explore/exo,42062,2024-06-24T18:36:22Z,2026-03-04T22:47:45Z,Python,13,599,730,624,0.8547945205479452
diagrams,mingrammer/diagrams,https://github.com/mingrammer/diagrams,42052,2020-02-02T15:23:24Z,2026-03-04T22:07:02Z,Python,46,341,539,224,0.4155844155844156
zod,colinhacks/zod,https://github.com/colinhacks/zod,42034,2020-03-07T20:59:08Z,2026-03-04T22:44:54Z,TypeScript,201,975,3008,2844,0.9454787234042553
gradio,gradio-app/gradio,https://github.com/gradio-app/gradio,41915,2018-12-19T08:24:04Z,2026-03-04T22:57:20Z,Python,1000,5353,6463,6022,0.9317654340089742
fd,sharkdp/fd,https://github.com/sharkdp/fd,41913,2017-05-09T21:27:10Z,2026-03-04T22:06:01Z,Rust,41,708,950,817,0.86
chatgpt-on-wechat,zhayujie/chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat,41865,2022-08-07T08:33:41Z,2026-03-04T20:56:46Z,Python,66,286,2023,1715,0.8477508650519031
full-stack-fastapi-template,fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,41860,2019-02-23T15:08:34Z,2026-03-04T22:14:10Z,TypeScript,12,621,436,436,1.0
swiper,nolimits4web/swiper,https://github.com/nolimits4web/swiper,41799,2012-03-14T19:11:45Z,2026-03-04T18:47:49Z,JavaScript,94,619,5809,5575,0.9597176794629024
DeepSpeed,deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,41734,2020-01-23T18:35:18Z,2026-03-04T20:02:29Z,Python,106,2945,3310,2156,0.6513595166163142
dubbo,apache/dubbo,https://github.com/apache/dubbo,41699,2012-06-19T07:56:02Z,2026-03-04T20:27:33Z,Java,113,6023,7367,6562,0.8907289262929279
siyuan,siyuan-note/siyuan,https://github.com/siyuan-note/siyuan,41647,2020-08-30T09:21:35Z,2026-03-04T22:24:24Z,TypeScript,878,681,16194,15855,0.9790663208595777
English-level-up-tips,byoungd/English-level-up-tips,https://github.com/byoungd/English-level-up-tips,41608,2017-05-30T07:18:52Z,2026-03-04T22:50:07Z,,0,26,106,78,0.7358490566037735
ray,ray-project/ray,https://github.com/ray-project/ray,41585,2016-10-25T19:38:30Z,2026-03-04T20:16:29Z,Python,122,30069,22407,19490,0.8698174677556121
nw.js,nwjs/nw.js,https://github.com/nwjs/nw.js,41564,2012-01-04T06:21:10Z,2026-03-04T11:23:22Z,JavaScript,0,575,7434,6482,0.871939736346516
yarn,yarnpkg/yarn,https://github.com/yarnpkg/yarn,41533,2016-01-19T17:39:16Z,2026-03-04T17:22:36Z,JavaScript,153,1655,6615,4740,0.7165532879818595
uni-app,dcloudio/uni-app,https://github.com/dcloudio/uni-app,41441,2018-07-12T08:52:39Z,2026-03-04T22:50:17Z,JavaScript,0,554,5051,4383,0.867748960601861
aider,Aider-AI/aider,https://github.com/Aider-AI/aider,41430,2023-05-09T18:57:49Z,2026-03-04T23:08:25Z,Python,93,284,3972,2807,0.7066968781470292
black,psf/black,https://github.com/psf/black,41411,2018-03-14T19:54:45Z,2026-03-04T18:26:38Z,Python,51,1724,2777,2483,0.89413035649982
pure-bash-bible,dylanaraps/pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,41394,2018-06-13T01:39:33Z,2026-03-04T11:05:57Z,Shell,0,28,77,33,0.42857142857142855
bruno,usebruno/bruno,https://github.com/usebruno/bruno,41383,2022-09-27T20:51:45Z,2026-03-04T22:41:12Z,JavaScript,160,2053,3891,2428,0.6240041120534567
ColossalAI,hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,41363,2021-10-28T16:19:44Z,2026-03-04T16:13:59Z,Python,50,3705,1741,1299,0.746122917863297
logseq,logseq/logseq,https://github.com/logseq/logseq,41357,2020-05-23T00:06:06Z,2026-03-04T22:23:08Z,Clojure,152,3133,8097,7133,0.8809435593429665
hexo,hexojs/hexo,https://github.com/hexojs/hexo,41274,2012-09-23T15:17:08Z,2026-03-04T22:50:05Z,TypeScript,117,975,3993,3918,0.9812171299774606
ChatGLM-6B,zai-org/ChatGLM-6B,https://github.com/zai-org/ChatGLM-6B,41226,2023-03-13T12:00:18Z,2026-03-04T18:15:08Z,Python,0,49,1312,751,0.5724085365853658
ccxt,ccxt/ccxt,https://github.com/ccxt/ccxt,41189,2017-05-14T15:41:56Z,2026-03-04T21:28:18Z,Python,214,14186,11299,10497,0.9290202672802903
vue2-elm,bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,41166,2016-12-23T01:49:20Z,2026-03-04T02:33:31Z,Vue,0,21,631,512,0.8114104595879557
fastlane,fastlane/fastlane,https://github.com/fastlane/fastlane,41122,2014-12-02T17:00:38Z,2026-03-04T23:07:04Z,Ruby,560,6343,13259,12592,0.9496945471000829
system-design,karanpratapsingh/system-design,https://github.com/karanpratapsingh/system-design,41086,2022-08-15T18:59:54Z,2026-03-04T22:31:08Z,,0,12,23,21,0.9130434782608695
curl,curl/curl,https://github.com/curl/curl,41050,2010-03-18T22:32:22Z,2026-03-04T22:14:07Z,C,94,203,5377,5365,0.997768272270783
cheat.sh,chubin/cheat.sh,https://github.com/chubin/cheat.sh,41048,2017-05-07T21:40:56Z,2026-03-04T22:50:07Z,Python,0,129,264,135,0.5113636363636364
styled-components,styled-components/styled-components,https://github.com/styled-components/styled-components,41028,2016-08-16T06:41:32Z,2026-03-04T13:19:06Z,TypeScript,189,995,2985,2676,0.8964824120603015
payload,payloadcms/payload,https://github.com/payloadcms/payload,40981,2021-01-05T18:49:45Z,2026-03-04T22:31:02Z,TypeScript,559,6750,4377,4107,0.9383139136394791
