name,nameWithOwner,url,stars,createdAt,updatedAt,language,releases,mergedPRs,issues_total,issues_closed,issues_closed_ratio
awesome-react-native,jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,35619,2015-03-26T19:58:06Z,2026-03-04T14:25:45Z,JavaScript,0,912,75,37,0.49333333333333335
linux-command,jaywcjlove/linux-command,https://github.com/jaywcjlove/linux-command,35604,2016-11-12T15:44:26Z,2026-03-04T16:04:13Z,Markdown,32,370,209,133,0.6363636363636364
lottie-android,airbnb/lottie-android,https://github.com/airbnb/lottie-android,35590,2016-10-06T22:42:42Z,2026-03-04T00:12:21Z,Java,63,720,1800,1752,0.9733333333333334
awesome-docker,veggiemonk/awesome-docker,https://github.com/veggiemonk/awesome-docker,35582,2014-09-21T17:01:48Z,2026-03-04T19:10:12Z,Makefile,1,991,142,136,0.9577464788732394
vim-plug,junegunn/vim-plug,https://github.com/junegunn/vim-plug,35578,2013-09-10T14:58:51Z,2026-03-04T22:26:16Z,Vim Script,8,179,1041,972,0.9337175792507204
Xray-core,XTLS/Xray-core,https://github.com/XTLS/Xray-core,35571,2020-11-09T11:23:10Z,2026-03-04T21:40:10Z,Go,106,1205,2777,2753,0.9913575801224342
reactive-resume,amruthpillai/reactive-resume,https://github.com/amruthpillai/reactive-resume,35557,2020-03-25T14:08:22Z,2026-03-04T22:06:31Z,TypeScript,110,728,1842,1797,0.9755700325732899
umami,umami-software/umami,https://github.com/umami-software/umami,35516,2020-07-17T07:59:00Z,2026-03-04T23:03:00Z,TypeScript,106,868,2073,1978,0.954172696575012
fullPage.js,alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,35489,2013-09-20T11:58:29Z,2026-03-04T14:31:31Z,JavaScript,109,327,4151,4042,0.9737412671645387
xyflow,xyflow/xyflow,https://github.com/xyflow/xyflow,35481,2019-07-15T14:47:30Z,2026-03-04T21:59:58Z,TypeScript,369,1468,2366,2274,0.9611158072696534
tiptap,ueberdosis/tiptap,https://github.com/ueberdosis/tiptap,35442,2018-08-20T19:58:58Z,2026-03-04T17:14:25Z,TypeScript,950,1503,3523,2713,0.7700823162077775
nativefier,nativefier/nativefier,https://github.com/nativefier/nativefier,35355,2015-07-05T05:56:42Z,2026-03-04T22:17:51Z,TypeScript,99,261,1237,982,0.793856103476152
ink,vadimdemedes/ink,https://github.com/vadimdemedes/ink,35354,2017-06-12T06:12:28Z,2026-03-04T21:23:57Z,TypeScript,72,290,409,394,0.9633251833740831
solid,solidjs/solid,https://github.com/solidjs/solid,35282,2018-04-24T16:36:27Z,2026-03-04T23:04:42Z,TypeScript,36,395,1121,1024,0.9134701159678859
hackathon-starter,sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,35212,2013-11-13T17:24:12Z,2026-03-04T13:30:03Z,JavaScript,18,448,717,716,0.99860529986053
the-way-to-go_ZH_CN,unknwon/the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,35163,2013-03-24T17:18:38Z,2026-03-04T17:12:43Z,Go,0,592,0,0,0
vault,hashicorp/vault,https://github.com/hashicorp/vault,35154,2015-02-25T00:15:59Z,2026-03-04T18:09:19Z,Go,175,21323,6502,5289,0.8134420178406644
dioxus,DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,35063,2021-01-15T01:57:26Z,2026-03-04T23:12:48Z,Rust,33,1969,2445,1851,0.7570552147239263
glide,bumptech/glide,https://github.com/bumptech/glide,35034,2013-07-08T22:52:33Z,2026-03-04T16:34:36Z,Java,54,605,4517,3935,0.8711534204117777
jax,jax-ml/jax,https://github.com/jax-ml/jax,35002,2018-10-25T21:25:02Z,2026-03-04T22:25:43Z,Python,134,17748,6874,5192,0.7553098632528368
HowToLiveLonger,geekan/HowToLiveLonger,https://github.com/geekan/HowToLiveLonger,34962,2022-04-16T04:15:18Z,2026-03-04T07:57:05Z,,0,14,140,103,0.7357142857142858
Sunshine,LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,34944,2021-12-15T23:38:57Z,2026-03-04T22:39:53Z,C++,45,1723,1182,1107,0.9365482233502538
rufus,pbatard/rufus,https://github.com/pbatard/rufus,34939,2011-11-19T19:12:05Z,2026-03-04T21:42:37Z,C,88,1,2625,2617,0.9969523809523809
zsh-autosuggestions,zsh-users/zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,34930,2013-10-26T16:09:37Z,2026-03-04T15:59:57Z,Shell,0,116,620,458,0.7387096774193549
awesome-javascript,sorrycc/awesome-javascript,https://github.com/sorrycc/awesome-javascript,34920,2014-07-01T15:59:02Z,2026-03-04T18:47:54Z,,0,404,93,89,0.956989247311828
Trilium,TriliumNext/Trilium,https://github.com/TriliumNext/Trilium,34878,2017-05-23T00:30:20Z,2026-03-04T22:07:24Z,TypeScript,348,1800,5181,4320,0.8338158656629994
netty,netty/netty,https://github.com/netty/netty,34839,2010-11-09T09:22:21Z,2026-03-04T21:19:34Z,Java,0,5063,6849,6281,0.9170681851365163
husky,typicode/husky,https://github.com/typicode/husky,34835,2014-06-23T12:14:21Z,2026-03-04T17:38:25Z,JavaScript,80,262,1110,1031,0.9288288288288288
Python,geekcomputers/Python,https://github.com/geekcomputers/Python,34783,2011-11-30T09:04:08Z,2026-03-04T16:01:07Z,Python,0,2016,530,159,0.3
caffe,BVLC/caffe,https://github.com/BVLC/caffe,34780,2013-09-12T18:39:48Z,2026-03-04T19:11:15Z,C++,14,1087,4801,3903,0.8129556342428661
jieba,fxsjy/jieba,https://github.com/fxsjy/jieba,34777,2012-09-29T07:52:01Z,2026-03-04T07:16:09Z,Python,9,96,873,231,0.2646048109965636
Retrieval-based-Voice-Conversion-WebUI,RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,34665,2023-03-27T09:59:10Z,2026-03-04T22:59:13Z,Python,7,477,1994,1314,0.6589769307923772
Hello-Python,mouredev/Hello-Python,https://github.com/mouredev/Hello-Python,34655,2022-08-03T17:14:53Z,2026-03-04T23:12:50Z,Python,0,0,425,404,0.9505882352941176
How-To-Ask-Questions-The-Smart-Way,ryanhanwu/How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,34650,2015-03-28T16:52:40Z,2026-03-04T16:22:10Z,JavaScript,0,98,30,20,0.6666666666666666
textual,Textualize/textual,https://github.com/Textualize/textual,34610,2021-04-08T15:24:47Z,2026-03-04T22:36:48Z,Python,212,2283,2350,2156,0.9174468085106383
bulletproof-react,alan2207/bulletproof-react,https://github.com/alan2207/bulletproof-react,34559,2021-05-30T14:47:16Z,2026-03-04T22:37:07Z,TypeScript,0,70,117,77,0.6581196581196581
framework,laravel/framework,https://github.com/laravel/framework,34554,2013-01-10T21:27:28Z,2026-03-04T23:02:07Z,PHP,911,17555,19155,19103,0.9972853040981468
Real-ESRGAN,xinntao/Real-ESRGAN,https://github.com/xinntao/Real-ESRGAN,34513,2021-07-19T03:23:30Z,2026-03-04T19:51:06Z,Python,10,21,752,174,0.23138297872340424
awesome-cto,kuchin/awesome-cto,https://github.com/kuchin/awesome-cto,34437,2016-12-16T19:22:18Z,2026-03-04T20:38:43Z,,0,18,14,12,0.8571428571428571
formik,jaredpalmer/formik,https://github.com/jaredpalmer/formik,34386,2017-06-14T19:50:59Z,2026-03-04T09:32:59Z,TypeScript,200,836,2268,1562,0.6887125220458554
directus,directus/directus,https://github.com/directus/directus,34373,2012-12-12T01:35:36Z,2026-03-04T20:48:28Z,TypeScript,357,8541,9738,9388,0.9640583281988088
gold-miner,xitu/gold-miner,https://github.com/xitu/gold-miner,34344,2015-11-04T03:29:13Z,2026-03-04T13:31:14Z,,0,3563,5602,5591,0.9980364155658693
node-v0.x-archive,nodejs/node-v0.x-archive,https://github.com/nodejs/node-v0.x-archive,34342,2009-05-27T16:29:46Z,2026-03-04T05:23:58Z,,0,218,6379,6379,1.0
LibreChat,danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,34336,2023-02-12T01:06:52Z,2026-03-04T22:07:45Z,TypeScript,80,2894,4174,3939,0.9436990896023
mpv,mpv-player/mpv,https://github.com/mpv-player/mpv,34310,2012-10-13T08:08:44Z,2026-03-04T21:09:37Z,C,88,3779,10842,9866,0.9099797085408596
poetry,python-poetry/poetry,https://github.com/python-poetry/poetry,34303,2018-02-28T15:23:47Z,2026-03-04T18:09:09Z,Python,147,2425,6317,5811,0.919898686085167
langextract,google/langextract,https://github.com/google/langextract,34302,2025-07-08T20:46:06Z,2026-03-04T22:59:50Z,Python,12,78,180,92,0.5111111111111111
Hyprland,hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,34295,2022-03-16T19:49:13Z,2026-03-04T23:14:54Z,C++,107,2272,7482,7423,0.9921144079123229
croc,schollz/croc,https://github.com/schollz/croc,34289,2017-10-17T15:20:18Z,2026-03-04T20:19:15Z,Go,180,283,563,561,0.9964476021314387
server,nextcloud/server,https://github.com/nextcloud/server,34241,2016-06-02T07:44:14Z,2026-03-04T22:37:28Z,PHP,405,30958,20840,18363,0.8811420345489444
TaskMatrix,chenfei-wu/TaskMatrix,https://github.com/chenfei-wu/TaskMatrix,34241,2023-03-02T09:04:28Z,2026-03-03T22:39:45Z,Python,0,21,357,136,0.38095238095238093
pnpm,pnpm/pnpm,https://github.com/pnpm/pnpm,34226,2016-01-28T07:40:43Z,2026-03-04T22:00:16Z,TypeScript,1000,3021,5219,3210,0.615060356390113
CyberChef,gchq/CyberChef,https://github.com/gchq/CyberChef,34214,2016-11-28T10:34:07Z,2026-03-04T19:58:31Z,JavaScript,451,555,1106,664,0.6003616636528029
awesome-system-design-resources,ashishps1/awesome-system-design-resources,https://github.com/ashishps1/awesome-system-design-resources,34185,2023-10-25T01:50:42Z,2026-03-04T22:27:43Z,Java,0,3,30,26,0.8666666666666667
12306,testerSunshine/12306,https://github.com/testerSunshine/12306,34183,2017-05-17T12:23:40Z,2026-03-04T12:05:57Z,Python,1,31,690,466,0.6753623188405797
clipboard.js,zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,34178,2015-09-18T23:04:55Z,2026-03-04T02:48:49Z,JavaScript,42,117,629,618,0.9825119236883942
refine,refinedev/refine,https://github.com/refinedev/refine,34176,2021-01-20T12:01:32Z,2026-03-04T18:48:23Z,TypeScript,1000,4647,1725,1712,0.9924637681159421
detectron2,facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,34160,2019-09-05T21:30:20Z,2026-03-04T12:27:58Z,Python,10,0,3569,3099,0.8683104511067526
claude-cookbooks,anthropics/claude-cookbooks,https://github.com/anthropics/claude-cookbooks,34131,2023-08-15T20:23:51Z,2026-03-04T23:12:33Z,Jupyter Notebook,0,146,131,108,0.8244274809160306
Data-Science-For-Beginners,microsoft/Data-Science-For-Beginners,https://github.com/microsoft/Data-Science-For-Beginners,34130,2021-03-03T16:30:15Z,2026-03-04T21:13:38Z,Jupyter Notebook,0,452,136,135,0.9926470588235294
spring-boot-demo,xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,34102,2017-11-10T06:27:29Z,2026-03-04T22:50:14Z,Java,0,15,173,73,0.42196531791907516
JavaScript,TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript,34080,2017-07-13T06:12:33Z,2026-03-04T04:20:27Z,JavaScript,0,798,223,202,0.905829596412556
selenium,SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,34071,2013-01-14T21:40:56Z,2026-03-04T19:01:03Z,Java,114,3643,11134,11015,0.9893120172444764
react-beautiful-dnd,atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,34049,2017-08-09T03:37:15Z,2026-03-04T14:50:28Z,JavaScript,68,531,1619,1047,0.6466954910438543
anoma,anoma/anoma,https://github.com/anoma/anoma,34033,2021-02-02T10:00:16Z,2026-03-04T19:02:50Z,Elixir,12,897,713,630,0.8835904628330996
AnotherRedisDesktopManager,qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,33992,2019-01-08T06:01:56Z,2026-03-04T13:22:12Z,JavaScript,53,152,1100,936,0.850909090909091
zoxide,ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,33987,2020-03-05T13:11:40Z,2026-03-04T23:03:29Z,Rust,37,247,719,601,0.8358831710709318
mediapipe,google-ai-edge/mediapipe,https://github.com/google-ai-edge/mediapipe,33974,2019-06-13T19:16:41Z,2026-03-04T23:00:15Z,C++,64,201,5616,5180,0.9223646723646723
1Panel,1Panel-dev/1Panel,https://github.com/1Panel-dev/1Panel,33974,2022-07-19T15:44:52Z,2026-03-04T22:43:15Z,Go,109,4708,6306,5904,0.9362511893434824
nps,ehang-io/nps,https://github.com/ehang-io/nps,33936,2018-11-04T13:22:51Z,2026-03-04T16:15:23Z,Go,59,74,1205,697,0.5784232365145229
C-Plus-Plus,TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,33899,2016-07-16T10:19:45Z,2026-03-04T20:46:31Z,C++,0,705,331,323,0.9758308157099698
zxing,zxing/zxing,https://github.com/zxing/zxing,33871,2011-10-12T14:07:27Z,2026-03-04T16:52:03Z,Java,32,345,1340,1336,0.9970149253731343
Clone-Wars,GorvGoyl/Clone-Wars,https://github.com/GorvGoyl/Clone-Wars,33849,2020-12-02T11:10:16Z,2026-03-04T21:18:44Z,,0,130,87,70,0.8045977011494253
harness,harness/harness,https://github.com/harness/harness,33846,2014-02-07T07:54:44Z,2026-03-04T21:14:08Z,Go,55,1053,2017,1937,0.9603371343579573
openpose,CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,33827,2017-04-24T14:06:31Z,2026-03-04T17:59:08Z,C++,15,174,2007,1667,0.8305929247633284
LeetCode-Go,halfrost/LeetCode-Go,https://github.com/halfrost/LeetCode-Go,33814,2017-07-18T00:06:14Z,2026-03-04T17:05:30Z,Go,4,178,82,64,0.7804878048780488
gpt-pilot,Pythagora-io/gpt-pilot,https://github.com/Pythagora-io/gpt-pilot,33806,2023-08-16T11:56:07Z,2026-03-04T20:56:48Z,Python,0,396,553,314,0.5678119349005425
jq,jqlang/jq,https://github.com/jqlang/jq,33793,2012-07-18T19:57:25Z,2026-03-04T21:47:10Z,C,15,679,2320,1962,0.8456896551724138
easyexcel,alibaba/easyexcel,https://github.com/alibaba/easyexcel,33756,2018-02-06T03:14:08Z,2026-03-04T15:05:23Z,Java,14,190,3620,3131,0.8649171270718232
system_prompts_leaks,asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,33726,2025-05-03T02:43:56Z,2026-03-04T22:57:22Z,HTML,0,20,0,0,0
AndroidUtilCode,Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,33711,2016-07-30T18:18:32Z,2026-03-04T08:15:07Z,Java,117,88,1595,1283,0.8043887147335423
AFNetworking,AFNetworking/AFNetworking,https://github.com/AFNetworking/AFNetworking,33691,2011-05-31T21:28:44Z,2026-03-03T13:17:35Z,Objective-C,40,710,0,0,0
ControlNet,lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet,33687,2023-02-01T02:43:30Z,2026-03-04T21:41:06Z,Python,0,5,574,138,0.24041811846689895
everyone-can-use-english,ZuodaoTech/everyone-can-use-english,https://github.com/ZuodaoTech/everyone-can-use-english,33661,2019-03-15T16:33:53Z,2026-03-04T20:56:43Z,TypeScript,48,462,470,376,0.8
filebrowser,filebrowser/filebrowser,https://github.com/filebrowser/filebrowser,33655,2015-09-11T21:21:58Z,2026-03-04T21:55:39Z,Go,129,761,2894,2864,0.9896337249481686
carbon-lang,carbon-language/carbon-lang,https://github.com/carbon-language/carbon-lang,33639,2020-04-27T21:45:16Z,2026-03-04T21:35:13Z,C++,605,5026,794,615,0.77455919395466
shadowsocks,shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks,33629,2012-04-20T13:10:49Z,2026-03-03T06:33:57Z,Python,2,70,0,0,0
XX-Net,XX-net/XX-Net,https://github.com/XX-net/XX-Net,33449,2015-01-15T09:35:51Z,2026-03-04T01:12:29Z,Python,390,363,13340,5417,0.406071964017991
yazi,sxyazi/yazi,https://github.com/sxyazi/yazi,33445,2023-07-08T11:45:55Z,2026-03-04T23:04:45Z,Rust,30,1128,1695,1650,0.9734513274336283
libpku,lib-pku/libpku,https://github.com/lib-pku/libpku,33343,2018-11-22T13:33:06Z,2026-03-04T17:22:55Z,TeX,0,22,43,32,0.7441860465116279
v2ray-core,v2fly/v2ray-core,https://github.com/v2fly/v2ray-core,33327,2019-04-15T10:05:54Z,2026-03-04T17:19:31Z,Go,121,978,1078,1054,0.9777365491651205
CasaOS,IceWhaleTech/CasaOS,https://github.com/IceWhaleTech/CasaOS,33326,2021-09-26T02:33:09Z,2026-03-04T21:48:19Z,Go,97,275,1676,897,0.5352028639618138
swc,swc-project/swc,https://github.com/swc-project/swc,33278,2017-12-22T11:40:14Z,2026-03-04T23:04:42Z,Rust,780,5891,4111,3736,0.9087813184140112
spaCy,explosion/spaCy,https://github.com/explosion/spaCy,33276,2014-07-03T15:15:40Z,2026-03-04T13:00:13Z,Python,133,3598,5742,5585,0.9726576105886451
awesome-awesomeness,bayandin/awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,33266,2014-07-08T05:44:19Z,2026-03-04T11:17:26Z,Ruby,0,197,70,52,0.7428571428571429
etcher,balena-io/etcher,https://github.com/balena-io/etcher,33221,2015-10-27T16:53:23Z,2026-03-04T18:51:37Z,TypeScript,289,1731,2461,1850,0.7517269402681837
learnGitBranching,pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,33189,2012-08-13T22:36:09Z,2026-03-04T14:37:06Z,JavaScript,0,650,531,478,0.9001883239171374
keycloak,keycloak/keycloak,https://github.com/keycloak/keycloak,33136,2013-07-02T13:38:51Z,2026-03-04T22:40:04Z,Java,101,19222,17573,15294,0.8703124110851875
ijkplayer,bilibili/ijkplayer,https://github.com/bilibili/ijkplayer,33125,2013-06-03T04:12:04Z,2026-03-03T14:27:00Z,C,0,35,5384,2547,0.47306835066864783
brackets,adobe/brackets,https://github.com/adobe/brackets,33107,2011-12-07T21:14:40Z,2026-03-03T05:57:53Z,JavaScript,69,4332,9683,7066,0.7297325209129402
drizzle-orm,drizzle-team/drizzle-orm,https://github.com/drizzle-team/drizzle-orm,33102,2021-06-24T09:03:05Z,2026-03-04T23:08:07Z,TypeScript,169,659,3464,2235,0.6452078521939953
immutable-js,immutable-js/immutable-js,https://github.com/immutable-js/immutable-js,33096,2014-07-02T06:02:29Z,2026-03-04T03:52:55Z,TypeScript,92,621,1266,1171,0.9249605055292259
UTM,utmapp/UTM,https://github.com/utmapp/UTM,33093,2019-04-12T16:09:24Z,2026-03-04T22:45:48Z,Swift,128,277,3583,2609,0.7281607591403851
awesome-sysadmin,awesome-foss/awesome-sysadmin,https://github.com/awesome-foss/awesome-sysadmin,33083,2014-12-23T08:41:22Z,2026-03-04T22:39:05Z,,0,342,105,90,0.8571428571428571
chatbot-ui,mckaywrigley/chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,33064,2023-03-11T14:53:14Z,2026-03-04T21:49:15Z,TypeScript,0,281,1002,817,0.8153692614770459
khoj,khoj-ai/khoj,https://github.com/khoj-ai/khoj,33025,2021-08-16T01:48:44Z,2026-03-04T23:14:59Z,Python,170,486,568,487,0.8573943661971831
gulp,gulpjs/gulp,https://github.com/gulpjs/gulp,33007,2013-07-04T05:26:06Z,2026-03-03T20:50:02Z,JavaScript,24,412,1937,1907,0.9845121321631388
tabby,TabbyML/tabby,https://github.com/TabbyML/tabby,32978,2023-03-16T09:18:01Z,2026-03-04T20:56:47Z,Rust,249,3001,990,753,0.7606060606060606
k9s,derailed/k9s,https://github.com/derailed/k9s,32964,2019-01-25T18:46:02Z,2026-03-04T22:51:17Z,Go,257,963,2284,2085,0.9128721541155866
serenity,SerenityOS/serenity,https://github.com/SerenityOS/serenity,32962,2018-12-02T19:28:41Z,2026-03-04T23:07:56Z,C++,0,19924,4293,3570,0.8315863032844165
wails,wailsapp/wails,https://github.com/wailsapp/wails,32947,2018-12-15T23:14:06Z,2026-03-04T17:52:21Z,Go,292,1690,2320,2092,0.9017241379310345
diffusers,huggingface/diffusers,https://github.com/huggingface/diffusers,32918,2022-05-30T16:04:02Z,2026-03-04T22:29:37Z,Python,88,5513,5235,4629,0.8842406876790831
claude-mem,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,32911,2025-08-31T20:50:03Z,2026-03-04T23:04:07Z,TypeScript,209,211,661,623,0.9425113464447806
sniffnet,GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,32905,2022-07-31T21:55:56Z,2026-03-04T21:09:04Z,Rust,16,480,314,267,0.8503184713375797
ShadowsocksX-NG,shadowsocks/ShadowsocksX-NG,https://github.com/shadowsocks/ShadowsocksX-NG,32904,2016-06-10T11:49:00Z,2026-03-04T14:36:31Z,Swift,30,64,1360,1051,0.7727941176470589
AdGuardHome,AdguardTeam/AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,32902,2016-07-06T10:31:47Z,2026-03-04T21:14:58Z,Go,229,125,5919,4697,0.7935462071295827
certbot,certbot/certbot,https://github.com/certbot/certbot,32880,2014-11-12T02:52:20Z,2026-03-04T20:11:18Z,Python,68,4077,5522,5389,0.9759145237232887
OCRmyPDF,ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,32830,2013-12-20T08:26:28Z,2026-03-04T22:40:50Z,Python,52,169,1322,1185,0.8963691376701967
stb,nothings/stb,https://github.com/nothings/stb,32814,2014-05-25T16:51:23Z,2026-03-04T22:33:37Z,C,0,291,936,715,0.7638888888888888
fish-shell,fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,32803,2012-05-10T03:00:55Z,2026-03-04T17:33:03Z,Rust,62,2192,8013,7521,0.9385997753650318
firecracker,firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,32802,2017-10-19T06:18:47Z,2026-03-04T20:24:43Z,Rust,84,3424,1485,1435,0.9663299663299664
modern-unix,ibraheemdev/modern-unix,https://github.com/ibraheemdev/modern-unix,32798,2021-01-12T00:50:14Z,2026-03-04T20:39:59Z,,0,15,84,30,0.35714285714285715
go-zero,zeromicro/go-zero,https://github.com/zeromicro/go-zero,32749,2020-08-07T15:37:57Z,2026-03-04T22:50:25Z,Go,149,2435,1956,1787,0.91359918200409
backstage,backstage/backstage,https://github.com/backstage/backstage,32733,2020-01-24T22:39:49Z,2026-03-04T22:05:37Z,TypeScript,496,20323,7478,7177,0.9597485958812517
CLIP,openai/CLIP,https://github.com/openai/CLIP,32703,2020-12-16T11:24:42Z,2026-03-04T22:54:02Z,Jupyter Notebook,0,29,442,192,0.4343891402714932
comprehensive-rust,google/comprehensive-rust,https://github.com/google/comprehensive-rust,32691,2022-12-21T15:17:24Z,2026-03-04T16:59:00Z,Rust,0,2402,362,242,0.6685082872928176
nacos,alibaba/nacos,https://github.com/alibaba/nacos,32687,2018-06-15T06:49:27Z,2026-03-04T22:50:16Z,Java,88,3319,9480,9270,0.9778481012658228
paper-reading,mli/paper-reading,https://github.com/mli/paper-reading,32627,2021-10-22T06:34:51Z,2026-03-04T14:48:33Z,,0,15,0,0,0
FlClash,chen08209/FlClash,https://github.com/chen08209/FlClash,32623,2023-08-15T07:47:22Z,2026-03-04T19:32:15Z,Dart,102,2,1608,1001,0.6225124378109452
YesPlayMusic,qier222/YesPlayMusic,https://github.com/qier222/YesPlayMusic,32616,2020-10-09T10:04:21Z,2026-03-04T21:12:15Z,Vue,32,292,1834,1200,0.6543075245365322
WxJava,binarywang/WxJava,https://github.com/binarywang/WxJava,32595,2016-01-06T08:24:05Z,2026-03-04T07:33:07Z,Java,31,1181,2454,2446,0.9967400162999185
MonitorControl,MonitorControl/MonitorControl,https://github.com/MonitorControl/MonitorControl,32580,2017-09-16T21:13:40Z,2026-03-04T22:11:23Z,Swift,26,220,1010,994,0.9841584158415841
dspy,stanfordnlp/dspy,https://github.com/stanfordnlp/dspy,32549,2023-01-09T21:01:51Z,2026-03-04T22:42:28Z,Python,106,1462,1511,1226,0.8113831899404368
netron,lutzroeder/netron,https://github.com/lutzroeder/netron,32520,2010-12-26T12:53:43Z,2026-03-04T19:14:29Z,JavaScript,4,1,1253,1236,0.9864325618515563
restic,restic/restic,https://github.com/restic/restic,32507,2014-04-27T14:07:58Z,2026-03-04T17:58:40Z,Go,49,2318,2913,2469,0.8475798146240988
remix,remix-run/remix,https://github.com/remix-run/remix,32465,2020-10-26T19:57:28Z,2026-03-04T19:19:27Z,TypeScript,357,3660,2694,2659,0.9870081662954714
floating-ui,floating-ui/floating-ui,https://github.com/floating-ui/floating-ui,32463,2016-03-29T17:00:47Z,2026-03-04T10:26:34Z,TypeScript,506,1209,1476,1443,0.9776422764227642
yew,yewstack/yew,https://github.com/yewstack/yew,32452,2017-12-16T14:19:02Z,2026-03-04T21:25:35Z,Rust,38,1877,1268,1172,0.9242902208201893
mmdetection,open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,32435,2018-08-22T07:06:06Z,2026-03-04T20:06:08Z,Python,53,2359,8523,6753,0.7923266455473424
beego,beego/beego,https://github.com/beego/beego,32430,2012-02-29T02:32:08Z,2026-03-04T22:23:33Z,Go,42,1326,3380,3379,0.9997041420118343
goose,block/goose,https://github.com/block/goose,32397,2024-08-23T19:03:36Z,2026-03-04T22:50:15Z,Rust,120,4277,1801,1510,0.8384230982787341
awesome-php,ziadoz/awesome-php,https://github.com/ziadoz/awesome-php,32397,2013-11-26T03:14:19Z,2026-03-04T17:08:10Z,,0,457,155,153,0.9870967741935484
cursor,cursor/cursor,https://github.com/cursor/cursor,32364,2023-03-12T00:19:42Z,2026-03-04T20:29:31Z,,0,47,0,0,0
glance,glanceapp/glance,https://github.com/glanceapp/glance,32355,2024-04-27T18:55:38Z,2026-03-04T23:02:42Z,Go,33,110,506,293,0.5790513833992095
k3s,k3s-io/k3s,https://github.com/k3s-io/k3s,32353,2018-05-31T01:37:46Z,2026-03-04T18:15:17Z,Go,957,4460,7379,7278,0.9863125084699824
prompt-eng-interactive-tutorial,anthropics/prompt-eng-interactive-tutorial,https://github.com/anthropics/prompt-eng-interactive-tutorial,32350,2024-04-02T15:52:00Z,2026-03-04T22:51:15Z,Jupyter Notebook,0,1,35,4,0.11428571428571428
swr,vercel/swr,https://github.com/vercel/swr,32329,2019-10-28T18:16:01Z,2026-03-04T22:48:13Z,TypeScript,126,816,973,831,0.8540596094552929
my-tv,lizongying/my-tv,https://github.com/lizongying/my-tv,32255,2023-12-04T12:18:39Z,2026-03-04T21:23:55Z,C,72,11,921,777,0.8436482084690554
material-design-lite,google/material-design-lite,https://github.com/google/material-design-lite,32214,2015-01-14T22:01:33Z,2026-03-03T20:21:40Z,HTML,14,655,2204,1814,0.823049001814882
linux-insides,0xAX/linux-insides,https://github.com/0xAX/linux-insides,32212,2015-01-03T18:44:57Z,2026-03-04T23:07:53Z,Python,0,619,191,168,0.8795811518324608
medusa,medusajs/medusa,https://github.com/medusajs/medusa,32213,2020-01-18T13:39:04Z,2026-03-04T20:07:15Z,TypeScript,146,8408,3657,3590,0.9816789718348373
echo,labstack/echo,https://github.com/labstack/echo,32209,2015-03-01T17:43:01Z,2026-03-04T17:28:53Z,Go,116,629,1489,1441,0.9677635997313633
pytorch-tutorial,yunjey/pytorch-tutorial,https://github.com/yunjey/pytorch-tutorial,32207,2017-03-10T07:41:47Z,2026-03-04T11:55:30Z,Python,0,28,180,114,0.6333333333333333
